loss,val_loss,PSNR,MS_SSIM,val_PSNR,val_MS_SSIM
0.1102454434029567,0.08495215016106765,12.808881759643555,0.5993508696556091,13.589300155639648,0.5861375331878662
0.08346913853644305,0.07174217278758685,14.101449012756348,0.6850606203079224,14.93305778503418,0.7395727038383484
0.07803001350317246,0.07028558639188608,14.568551063537598,0.7235803604125977,15.258404731750488,0.7644042372703552
0.07577626040985441,0.07222741320729256,14.753849029541016,0.728362500667572,14.744241714477539,0.7113750576972961
0.07633411282530198,0.06915603963037333,14.612972259521484,0.7304633855819702,15.193244934082031,0.7580800652503967
0.0745838642693483,0.0694917960713307,14.79102611541748,0.7421900033950806,15.246930122375488,0.7994893789291382
0.07265759498263016,0.06731052547693253,14.934497833251953,0.7606413960456848,15.305843353271484,0.7632433772087097
0.07016637760540868,0.06778664601345857,15.152666091918945,0.7703113555908203,15.073110580444336,0.7244914174079895
0.0701630459063583,0.06454100062449773,15.143275260925293,0.7722989916801453,15.548620223999023,0.7847961783409119
0.06798516226629926,0.06441406905651093,15.353285789489746,0.7844166159629822,15.509288787841797,0.7789588570594788
0.07106796141045216,0.06580140963196754,15.067757606506348,0.7735204696655273,15.240675926208496,0.7552860975265503
0.06830781605890673,0.0669336587190628,15.338401794433594,0.781169593334198,15.15478801727295,0.7361096143722534
0.06795049383917935,0.06475881872077784,15.38045597076416,0.7883046269416809,15.84970474243164,0.8231087923049927
0.06670103928981683,0.06115257392326991,15.478387832641602,0.7979788184165955,15.84777545928955,0.8002904057502747
0.06592559265211606,0.06061286882807811,15.544557571411133,0.8017509579658508,15.943384170532227,0.8109769225120544
0.06456348553108864,0.06021958099057277,15.635438919067383,0.803268313407898,16.018796920776367,0.8182574510574341
0.06473796556775387,0.06042281445115805,15.651140213012695,0.8080573081970215,16.134553909301758,0.8316348195075989
0.0638256334245969,0.06274228729307652,15.713582038879395,0.8084597587585449,16.097488403320312,0.843529999256134
0.06531191665010574,0.06367412097752094,15.591191291809082,0.8040898442268372,15.509357452392578,0.7703034281730652
0.06375123339140007,0.05977004449814558,15.740898132324219,0.8118937015533447,15.94753360748291,0.8031365275382996
